# native-membership.tsv — the platform's implemented surface (upstream boundary program, batch 5).
# Membership is OURS; the signature text is generated from the pinned checkouts.
# constant	fqn	signatureKey — sorted by fqn, then key.
REGEXP_LIKE__2	meta::pure::functions::string::regexpLike	meta::pure::functions::string::regexpLike(meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::String[1])
REGEXP_LIKE__3	meta::pure::functions::string::regexpLike	meta::pure::functions::string::regexpLike(meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::String[1],meta::pure::functions::string::RegexpParameter[1..*])
REGEXP_REPLACE__4	meta::pure::functions::string::regexpReplace	meta::pure::functions::string::regexpReplace(meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::Boolean[1])
REGEXP_REPLACE__5	meta::pure::functions::string::regexpReplace	meta::pure::functions::string::regexpReplace(meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::Boolean[1],meta::pure::functions::string::RegexpParameter[1..*])
REPEAT_STRING__STRING_0_1__INTEGER_1	meta::pure::functions::string::repeatString	meta::pure::functions::string::repeatString(meta::pure::metamodel::type::String[0..1],meta::pure::metamodel::type::Integer[1])
REPLACE__STRING_1__STRING_1__STRING_1	meta::pure::functions::string::replace	meta::pure::functions::string::replace(meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::String[1])
REVERSE_STRING__STRING_1	meta::pure::functions::string::reverseString	meta::pure::functions::string::reverseString(meta::pure::metamodel::type::String[1])
RIGHT__STRING_1__INTEGER_1	meta::pure::functions::string::right	meta::pure::functions::string::right(meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::Integer[1])
RPAD__STRING_1__INTEGER_1	meta::pure::functions::string::rpad	meta::pure::functions::string::rpad(meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::Integer[1])
RPAD__STRING_1__INTEGER_1__STRING_1	meta::pure::functions::string::rpad	meta::pure::functions::string::rpad(meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::Integer[1],meta::pure::metamodel::type::String[1])
RTRIM__STRING_1	meta::pure::functions::string::rtrim	meta::pure::functions::string::rtrim(meta::pure::metamodel::type::String[1])
SPLIT__STRING_1__STRING_1	meta::pure::functions::string::split	meta::pure::functions::string::split(meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::String[1])
SPLIT_PART__STRING_0_1__STRING_1__INTEGER_1	meta::pure::functions::string::splitPart	meta::pure::functions::string::splitPart(meta::pure::metamodel::type::String[0..1],meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::Integer[1])
STARTS_WITH__STRING_0_1__STRING_1	meta::pure::functions::string::startsWith	meta::pure::functions::string::startsWith(meta::pure::metamodel::type::String[0..1],meta::pure::metamodel::type::String[1])
STARTS_WITH__STRING_1__STRING_1	meta::pure::functions::string::startsWith	meta::pure::functions::string::startsWith(meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::String[1])
SUBSTRING__STRING_1__INTEGER_1	meta::pure::functions::string::substring	meta::pure::functions::string::substring(meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::Integer[1])
SUBSTRING__STRING_1__INTEGER_1__INTEGER_1	meta::pure::functions::string::substring	meta::pure::functions::string::substring(meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::Integer[1],meta::pure::metamodel::type::Integer[1])
TO_LOWER__STRING_1	meta::pure::functions::string::toLower	meta::pure::functions::string::toLower(meta::pure::metamodel::type::String[1])
TO_LOWER_FIRST_CHARACTER__STRING_1	meta::pure::functions::string::toLowerFirstCharacter	meta::pure::functions::string::toLowerFirstCharacter(meta::pure::metamodel::type::String[1])
TO_REPRESENTATION__ANY_1	meta::pure::functions::string::toRepresentation	meta::pure::functions::string::toRepresentation(meta::pure::metamodel::type::Any[1])
TO_STRING__ANY_1	meta::pure::functions::string::toString	meta::pure::functions::string::toString(meta::pure::metamodel::type::Any[1])
TO_UPPER__STRING_1	meta::pure::functions::string::toUpper	meta::pure::functions::string::toUpper(meta::pure::metamodel::type::String[1])
TO_UPPER_FIRST_CHARACTER__STRING_1	meta::pure::functions::string::toUpperFirstCharacter	meta::pure::functions::string::toUpperFirstCharacter(meta::pure::metamodel::type::String[1])
TRIM__STRING_1	meta::pure::functions::string::trim	meta::pure::functions::string::trim(meta::pure::metamodel::type::String[1])
FROM_JSON__STRING_1	meta::pure::functions::variant::convert::fromJson	meta::pure::functions::variant::convert::fromJson(meta::pure::metamodel::type::String[1])
TO__VARIANT_0_1__T_0_1	meta::pure::functions::variant::convert::to	meta::pure::functions::variant::convert::to(meta::pure::metamodel::variant::Variant[0..1],T[0..1])
TO_MANY__VARIANT_0_1__T_0_1	meta::pure::functions::variant::convert::toMany	meta::pure::functions::variant::convert::toMany(meta::pure::metamodel::variant::Variant[0..1],T[0..1])
TO_VARIANT__ANY_MANY	meta::pure::functions::variant::convert::toVariant	meta::pure::functions::variant::convert::toVariant(meta::pure::metamodel::type::Any[*])
GET__VARIANT_0_1__INTEGER_1	meta::pure::functions::variant::navigation::get	meta::pure::functions::variant::navigation::get(meta::pure::metamodel::variant::Variant[0..1],meta::pure::metamodel::type::Integer[1])
GET__VARIANT_0_1__STRING_1	meta::pure::functions::variant::navigation::get	meta::pure::functions::variant::navigation::get(meta::pure::metamodel::variant::Variant[0..1],meta::pure::metamodel::type::String[1])
ALLOY_CONFIG__4	meta::pure::graphFetch::execution::alloyConfig	meta::pure::graphFetch::execution::alloyConfig(meta::pure::metamodel::type::Boolean[1],meta::pure::metamodel::type::Boolean[1],meta::pure::metamodel::type::Boolean[1],meta::pure::metamodel::type::Boolean[1])
ALLOY_CONFIG__5	meta::pure::graphFetch::execution::alloyConfig	meta::pure::graphFetch::execution::alloyConfig(meta::pure::metamodel::type::Boolean[1],meta::pure::metamodel::type::Boolean[1],meta::pure::metamodel::type::Boolean[1],meta::pure::metamodel::type::Boolean[1],meta::pure::metamodel::type::Boolean[1])
ALLOY_CONFIG__6	meta::pure::graphFetch::execution::alloyConfig	meta::pure::graphFetch::execution::alloyConfig(meta::pure::metamodel::type::Boolean[1],meta::pure::metamodel::type::Boolean[1],meta::pure::metamodel::type::Boolean[1],meta::pure::metamodel::type::Boolean[1],meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::Boolean[1])
ALLOY_CONFIG__7	meta::pure::graphFetch::execution::alloyConfig	meta::pure::graphFetch::execution::alloyConfig(meta::pure::metamodel::type::Boolean[1],meta::pure::metamodel::type::Boolean[1],meta::pure::metamodel::type::Boolean[1],meta::pure::metamodel::type::Boolean[1],meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::Boolean[1],meta::pure::metamodel::type::Boolean[1])
ALLOY_CONFIG__8	meta::pure::graphFetch::execution::alloyConfig	meta::pure::graphFetch::execution::alloyConfig(meta::pure::metamodel::type::Boolean[1],meta::pure::metamodel::type::Boolean[1],meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::Boolean[1],meta::pure::metamodel::type::Boolean[1],meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::Boolean[1],meta::pure::metamodel::type::Boolean[1])
GRAPH_FETCH__T_MANY__ROOT_GRAPH_FETCH_TREE_1	meta::pure::graphFetch::execution::graphFetch	meta::pure::graphFetch::execution::graphFetch(T[*],meta::pure::graphFetch::RootGraphFetchTree<T>[1])
GRAPH_FETCH__T_MANY__ROOT_GRAPH_FETCH_TREE_1__INTEGER_1	meta::pure::graphFetch::execution::graphFetch	meta::pure::graphFetch::execution::graphFetch(T[*],meta::pure::graphFetch::RootGraphFetchTree<T>[1],meta::pure::metamodel::type::Integer[1])
GRAPH_FETCH_CHECKED__T_MANY__ROOT_GRAPH_FETCH_TREE_1	meta::pure::graphFetch::execution::graphFetchChecked	meta::pure::graphFetch::execution::graphFetchChecked(T[*],meta::pure::graphFetch::RootGraphFetchTree<T>[1])
GRAPH_FETCH_CHECKED__T_MANY__ROOT_GRAPH_FETCH_TREE_1__INTEGER_1	meta::pure::graphFetch::execution::graphFetchChecked	meta::pure::graphFetch::execution::graphFetchChecked(T[*],meta::pure::graphFetch::RootGraphFetchTree<T>[1],meta::pure::metamodel::type::Integer[1])
SERIALIZE__T_MANY__ROOT_GRAPH_FETCH_TREE_1	meta::pure::graphFetch::execution::serialize	meta::pure::graphFetch::execution::serialize(T[*],meta::pure::graphFetch::RootGraphFetchTree<T>[1])
SERIALIZE__T_MANY__ROOT_GRAPH_FETCH_TREE_1__CONFIG_1	meta::pure::graphFetch::execution::serialize	meta::pure::graphFetch::execution::serialize(T[*],meta::pure::graphFetch::RootGraphFetchTree<T>[1],meta::pure::graphFetch::execution::AlloySerializationConfig[1])
SCAN_COLUMNS__2	meta::pure::lineage::scanColumns::scanColumns	meta::pure::lineage::scanColumns::scanColumns(meta::pure::lineage::scanProperties::propertyTree::PropertyPathTree[1],meta::pure::mapping::Mapping[1])
BUILD_PROPERTY_TREE__LISTS	meta::pure::lineage::scanProperties::propertyTree::buildPropertyTree	meta::pure::lineage::scanProperties::propertyTree::buildPropertyTree(meta::pure::functions::collection::List<meta::pure::lineage::scanProperties::PropertyPathNode>[*])
SCAN_PROPERTIES__4	meta::pure::lineage::scanProperties::scanProperties	meta::pure::lineage::scanProperties::scanProperties(meta::pure::metamodel::valuespecification::ValueSpecification[1],meta::pure::functions::collection::List<meta::pure::lineage::scanProperties::PropertyPathNode>[1],meta::pure::metamodel::function::Function<meta::pure::metamodel::type::Any>[*],meta::pure::functions::collection::Map<meta::pure::metamodel::type::String, meta::pure::functions::collection::List<meta::pure::lineage::scanProperties::PropertyPathNode>>[0..1])
SCAN_RELATIONS__FUNCTION_DEFINITION_1__MAPPING_1__RUNTIME_1__EXTENSION_MANY	meta::pure::lineage::scanRelations::scanRelations	meta::pure::lineage::scanRelations::scanRelations(meta::pure::metamodel::function::FunctionDefinition<meta::pure::metamodel::type::Any>[1],meta::pure::mapping::Mapping[1],meta::core::runtime::Runtime[1],meta::pure::extension::Extension[*])
SCAN_RELATIONS__FUNCTION_DEFINITION_1__MAPPING_1__EXTENSION_MANY	meta::pure::lineage::scanRelations::scanRelations	meta::pure::lineage::scanRelations::scanRelations(meta::pure::metamodel::function::FunctionDefinition<meta::pure::metamodel::type::Any>[1],meta::pure::mapping::Mapping[1],meta::pure::extension::Extension[*])
FROM__T_m__RUNTIME_1	meta::pure::mapping::from	meta::pure::mapping::from(T[m],meta::core::runtime::Runtime[1])
FROM__T_m__MAPPING_1__RUNTIME_1	meta::pure::mapping::from	meta::pure::mapping::from(T[m],meta::pure::mapping::Mapping[1],meta::core::runtime::Runtime[1])
FROM__T_m__MAPPING_1__PACKAGEABLE_RUNTIME_1	meta::pure::mapping::from	meta::pure::mapping::from(T[m],meta::pure::mapping::Mapping[1],meta::pure::runtime::PackageableRuntime[1])
FROM__T_m__PACKAGEABLE_RUNTIME_1	meta::pure::mapping::from	meta::pure::mapping::from(T[m],meta::pure::runtime::PackageableRuntime[1])
FROM__FN_1__RUNTIME_1	meta::pure::mapping::from	meta::pure::mapping::from(meta::pure::metamodel::function::FunctionDefinition<{->T[m]}>[1],meta::core::runtime::Runtime[1])
FROM__FN_1__PACKAGEABLE_RUNTIME_1	meta::pure::mapping::from	meta::pure::mapping::from(meta::pure::metamodel::function::FunctionDefinition<{->T[m]}>[1],meta::pure::runtime::PackageableRuntime[1])
WITH_CHAINED_MAPPINGS	meta::pure::mapping::withChainedMappings	meta::pure::mapping::withChainedMappings(T[m],meta::pure::mapping::Mapping[*])
WITH_MAPPING	meta::pure::mapping::withMapping	meta::pure::mapping::withMapping(T[m],meta::pure::mapping::Mapping[1])
NEW_TDS_RELATION_ACCESSOR__TDS_1	meta::pure::metamodel::relation::newTDSRelationAccessor	meta::pure::metamodel::relation::newTDSRelationAccessor(meta::pure::metamodel::relation::TDS<T>[1])
ROUTER_EXECUTE__FN_1__MAPPING_1__RUNTIME_1__EXTENSION_MANY__DEBUG_CONTEXT_1	meta::pure::router::execute	meta::pure::router::execute(meta::pure::metamodel::function::FunctionDefinition<{->T[m]}>[1],meta::pure::mapping::Mapping[1],meta::core::runtime::Runtime[1],meta::pure::extension::Extension[*],meta::pure::tools::DebugContext[1])
ROUTER_EXECUTE__FN_1__MAPPING_1__RUNTIME_1__EXTENSION_MANY	meta::pure::router::execute	meta::pure::router::execute(meta::pure::metamodel::function::FunctionDefinition<{->T[y]}>[1],meta::pure::mapping::Mapping[1],meta::core::runtime::Runtime[1],meta::pure::extension::Extension[*])
ROUTER_EXECUTE__FN_1__MAPPING_1__RUNTIME_1__EXECUTION_CONTEXT_1__EXTENSION_MANY	meta::pure::router::execute	meta::pure::router::execute(meta::pure::metamodel::function::FunctionDefinition<{->T[y]}>[1],meta::pure::mapping::Mapping[1],meta::core::runtime::Runtime[1],meta::pure::runtime::ExecutionContext[1],meta::pure::extension::Extension[*])
PREVAL__FUNCTION_DEFINITION_1__EXTENSION_MANY	meta::pure::router::preeval::preval	meta::pure::router::preeval::preval(meta::pure::metamodel::function::FunctionDefinition<T>[1],meta::pure::extension::Extension[*])
PREVAL__FUNCTION_DEFINITION_1__EXTENSION_MANY__DEBUG_CONTEXT_1	meta::pure::router::preeval::preval	meta::pure::router::preeval::preval(meta::pure::metamodel::function::FunctionDefinition<T>[1],meta::pure::extension::Extension[*],meta::pure::tools::DebugContext[1])
ASC__STRING_1	meta::pure::tds::asc	meta::pure::tds::asc(meta::pure::metamodel::type::String[1])
DESC__STRING_1	meta::pure::tds::desc	meta::pure::tds::desc(meta::pure::metamodel::type::String[1])
FIRST_NOT_NULL__T_MANY	meta::pure::tds::extensions::firstNotNull	meta::pure::tds::extensions::firstNotNull(T[*])
TDS_FILTER__TDS_1__FUNCTION_1	meta::pure::tds::filter	meta::pure::tds::filter(meta::pure::tds::TabularDataSet[1],meta::pure::metamodel::function::Function<{meta::pure::tds::TDSRow[1]->meta::pure::metamodel::type::Boolean[1]}>[1])
GROUP_BY__K_MANY__FUNCTION_MANY__AGGREGATE_VALUE_MANY__STRING_MANY	meta::pure::tds::groupBy	meta::pure::tds::groupBy(K[*],meta::pure::metamodel::function::Function<{K[1]->meta::pure::metamodel::type::Any[*]}>[*],meta::pure::functions::collection::AggregateValue<K, V, U>[*],meta::pure::metamodel::type::String[*])
GROUP_BY_WITH_WINDOW_SUBSET__K_MANY__FUNCTION_MANY__AGGREGATE_VALUE_MANY__STRING_MANY__STRING_MANY__STRING_MANY	meta::pure::tds::groupByWithWindowSubset	meta::pure::tds::groupByWithWindowSubset(K[*],meta::pure::metamodel::function::Function<{K[1]->meta::pure::metamodel::type::Any[*]}>[*],meta::pure::functions::collection::AggregateValue<K, V, U>[*],meta::pure::metamodel::type::String[*],meta::pure::metamodel::type::String[*],meta::pure::metamodel::type::String[*])
LIMIT__TDS_1__INTEGER_0_1	meta::pure::tds::limit	meta::pure::tds::limit(meta::pure::tds::TabularDataSet[1],meta::pure::metamodel::type::Integer[0..1])
PROJECT__K_MANY__FUNCTION_MANY__STRING_MANY	meta::pure::tds::project	meta::pure::tds::project(K[*],meta::pure::metamodel::function::Function<{K[1]->meta::pure::metamodel::type::Any[*]}>[*],meta::pure::metamodel::type::String[*])
SORT__TDS_1__STRING_MANY	meta::pure::tds::sort	meta::pure::tds::sort(meta::pure::tds::TabularDataSet[1],meta::pure::metamodel::type::String[*])
SORT__TDS_1__STRING_1__SORT_DIRECTION_1	meta::pure::tds::sort	meta::pure::tds::sort(meta::pure::tds::TabularDataSet[1],meta::pure::metamodel::type::String[1],meta::pure::tds::SortDirection[1])
TABLE_TO_TDS__TABLE_1	meta::pure::tds::tableToTDS	meta::pure::tds::tableToTDS(meta::relational::metamodel::relation::Table[1])
TDS_CONTAINS__T_1__FUNCTION_MANY__STRING_MANY__TDS_1__FUNCTION_1	meta::pure::tds::tdsContains	meta::pure::tds::tdsContains(T[1],meta::pure::metamodel::function::Function<{T[1]->meta::pure::metamodel::type::Any[0..1]}>[*],meta::pure::metamodel::type::String[*],meta::pure::tds::TabularDataSet[1],meta::pure::metamodel::function::Function<{meta::pure::tds::TDSRow[1],meta::pure::tds::TDSRow[1]->meta::pure::metamodel::type::Boolean[1]}>[1])
TDS_CONTAINS__T_1__FUNCTION_MANY__TDS_1	meta::pure::tds::tdsContains	meta::pure::tds::tdsContains(T[1],meta::pure::metamodel::function::Function<{T[1]->meta::pure::metamodel::type::Any[0..1]}>[*],meta::pure::tds::TabularDataSet[1])
TABLE_REFERENCE__DATABASE_1__STRING_1__STRING_1	meta::relational::functions::database::tableReference	meta::relational::functions::database::tableReference(meta::relational::metamodel::Database[1],meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::String[1])
SQL_FALSE	meta::relational::functions::sqlQueryToString::sqlFalse	meta::relational::functions::sqlQueryToString::sqlFalse()
SQL_NULL	meta::relational::functions::sqlQueryToString::sqlNull	meta::relational::functions::sqlQueryToString::sqlNull()
SQL_TRUE	meta::relational::functions::sqlQueryToString::sqlTrue	meta::relational::functions::sqlQueryToString::sqlTrue()
TO_NON_EXECUTABLE_SQL_STRING__FN_1__MAPPING_1__DATABASE_TYPE_1__EXTENSION_MANY	meta::relational::functions::sqlstring::toNonExecutableSQLString	meta::relational::functions::sqlstring::toNonExecutableSQLString(meta::pure::metamodel::function::FunctionDefinition<{->meta::pure::metamodel::type::Any[*]}>[1],meta::pure::mapping::Mapping[1],meta::relational::runtime::DatabaseType[1],meta::pure::extension::Extension[*])
TO_SQL__FN_1__MAPPING_1__RUNTIME_1__EXTENSION_MANY	meta::relational::functions::sqlstring::toSQL	meta::relational::functions::sqlstring::toSQL(meta::pure::metamodel::function::FunctionDefinition<{->meta::pure::metamodel::type::Any[*]}>[1],meta::pure::mapping::Mapping[1],meta::core::runtime::Runtime[1],meta::pure::extension::Extension[*])
TO_SQL_STRING__FN_1__MAPPING_1__DATABASE_TYPE_1__EXTENSION_MANY	meta::relational::functions::sqlstring::toSQLString	meta::relational::functions::sqlstring::toSQLString(meta::pure::metamodel::function::FunctionDefinition<{->meta::pure::metamodel::type::Any[*]}>[1],meta::pure::mapping::Mapping[1],meta::relational::runtime::DatabaseType[1],meta::pure::extension::Extension[*])
TO_SQL_STRING_PRETTY__FN_1__MAPPING_1__RUNTIME_1__EXTENSION_MANY	meta::relational::functions::sqlstring::toSQLStringPretty	meta::relational::functions::sqlstring::toSQLStringPretty(meta::pure::metamodel::function::FunctionDefinition<{->meta::pure::metamodel::type::Any[*]}>[1],meta::pure::mapping::Mapping[1],meta::core::runtime::Runtime[1],meta::pure::extension::Extension[*])
TO_SQL_STRING_PRETTY__FN_1__MAPPING_1__DATABASE_TYPE_1__EXTENSION_MANY	meta::relational::functions::sqlstring::toSQLStringPretty	meta::relational::functions::sqlstring::toSQLStringPretty(meta::pure::metamodel::function::FunctionDefinition<{->meta::pure::metamodel::type::Any[*]}>[1],meta::pure::mapping::Mapping[1],meta::relational::runtime::DatabaseType[1],meta::pure::extension::Extension[*])
DDL_CREATE_SCHEMA_STATEMENT__STRING_1	meta::relational::functions::toDDL::createSchemaStatement	meta::relational::functions::toDDL::createSchemaStatement(meta::pure::metamodel::type::String[1])
DDL_CREATE_TABLE_STATEMENT__DB_1__STRING_1	meta::relational::functions::toDDL::createTableStatement	meta::relational::functions::toDDL::createTableStatement(meta::relational::metamodel::Database[1],meta::pure::metamodel::type::String[1])
DDL_CREATE_TABLE_STATEMENT__DB_1__STRING_1__STRING_1	meta::relational::functions::toDDL::createTableStatement	meta::relational::functions::toDDL::createTableStatement(meta::relational::metamodel::Database[1],meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::String[1])
DROP_AND_CREATE_SCHEMA_IN_DB__STRING_1__CONN_1	meta::relational::functions::toDDL::dropAndCreateSchemaInDb	meta::relational::functions::toDDL::dropAndCreateSchemaInDb(meta::pure::metamodel::type::String[1],meta::external::store::relational::runtime::DatabaseConnection[1])
DROP_AND_CREATE_SCHEMA_IN_DB__STRING_1__CONN_1__BOOLEAN_1	meta::relational::functions::toDDL::dropAndCreateSchemaInDb	meta::relational::functions::toDDL::dropAndCreateSchemaInDb(meta::pure::metamodel::type::String[1],meta::external::store::relational::runtime::DatabaseConnection[1],meta::pure::metamodel::type::Boolean[1])
DROP_AND_CREATE_TABLE_IN_DB__ANY_1__STRING_1__CONN_1	meta::relational::functions::toDDL::dropAndCreateTableInDb	meta::relational::functions::toDDL::dropAndCreateTableInDb(meta::relational::metamodel::Database[1],meta::pure::metamodel::type::String[1],meta::external::store::relational::runtime::DatabaseConnection[1])
DROP_AND_CREATE_TABLE_IN_DB__ANY_1__STRING_1__STRING_1__CONN_1	meta::relational::functions::toDDL::dropAndCreateTableInDb	meta::relational::functions::toDDL::dropAndCreateTableInDb(meta::relational::metamodel::Database[1],meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::String[1],meta::external::store::relational::runtime::DatabaseConnection[1])
DDL_DROP_SCHEMA_STATEMENT__STRING_1	meta::relational::functions::toDDL::dropSchemaStatement	meta::relational::functions::toDDL::dropSchemaStatement(meta::pure::metamodel::type::String[1])
DDL_DROP_TABLE_STATEMENT__DB_1__STRING_1	meta::relational::functions::toDDL::dropTableStatement	meta::relational::functions::toDDL::dropTableStatement(meta::relational::metamodel::Database[1],meta::pure::metamodel::type::String[1])
DDL_DROP_TABLE_STATEMENT__DB_1__STRING_1__STRING_1	meta::relational::functions::toDDL::dropTableStatement	meta::relational::functions::toDDL::dropTableStatement(meta::relational::metamodel::Database[1],meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::String[1])
EXECUTE_IN_DB__STRING_1__CONN_1	meta::relational::metamodel::execute::executeInDb	meta::relational::metamodel::execute::executeInDb(meta::pure::metamodel::type::String[1],meta::external::store::relational::runtime::DatabaseConnection[1])
EXECUTE_IN_DB__STRING_1__CONN_1__INTEGER_1__INTEGER_1	meta::relational::metamodel::execute::executeInDb	meta::relational::metamodel::execute::executeInDb(meta::pure::metamodel::type::String[1],meta::external::store::relational::runtime::DatabaseConnection[1],meta::pure::metamodel::type::Integer[1],meta::pure::metamodel::type::Integer[1])
EXECUTE_IN_DB_TO_TDS__STRING_1__FN_1	meta::relational::metamodel::execute::executeInDbToTDS	meta::relational::metamodel::execute::executeInDbToTDS(meta::pure::metamodel::type::String[1],meta::pure::metamodel::function::Function<{->meta::external::store::relational::runtime::DatabaseConnection[1]}>[1])
FETCH_DB_COLUMNS_META_DATA	meta::relational::metamodel::execute::fetchDbColumnsMetaData	meta::relational::metamodel::execute::fetchDbColumnsMetaData(meta::external::store::relational::runtime::DatabaseConnection[1],meta::pure::metamodel::type::String[0..1],meta::pure::metamodel::type::String[0..1],meta::pure::metamodel::type::String[0..1])
FETCH_DB_PRIMARY_KEYS_META_DATA	meta::relational::metamodel::execute::fetchDbPrimaryKeysMetaData	meta::relational::metamodel::execute::fetchDbPrimaryKeysMetaData(meta::external::store::relational::runtime::DatabaseConnection[1],meta::pure::metamodel::type::String[0..1],meta::pure::metamodel::type::String[1])
FETCH_DB_SCHEMAS_META_DATA	meta::relational::metamodel::execute::fetchDbSchemasMetaData	meta::relational::metamodel::execute::fetchDbSchemasMetaData(meta::external::store::relational::runtime::DatabaseConnection[1],meta::pure::metamodel::type::String[0..1])
FETCH_DB_TABLES_META_DATA	meta::relational::metamodel::execute::fetchDbTablesMetaData	meta::relational::metamodel::execute::fetchDbTablesMetaData(meta::external::store::relational::runtime::DatabaseConnection[1],meta::pure::metamodel::type::String[0..1],meta::pure::metamodel::type::String[0..1])
LOAD_CSV_TO_DB_TABLE__STRING_1__TABLE_1__CONN_1	meta::relational::metamodel::execute::loadCsvToDbTable	meta::relational::metamodel::execute::loadCsvToDbTable(meta::pure::metamodel::type::String[1],meta::relational::metamodel::relation::Table[1],meta::external::store::relational::runtime::DatabaseConnection[1])
CONCATENATE_TEMPORAL_TDS_QUERIES	meta::relational::milestoning::concatenateTemporalTdsQueries	meta::relational::milestoning::concatenateTemporalTdsQueries(meta::pure::metamodel::function::LambdaFunction<{->meta::pure::tds::TabularDataSet[1]}>[*])
EXTRACT_CTES	meta::relational::postProcessor::cteExtraction::extractSubqueriesAsCTEs	meta::relational::postProcessor::cteExtraction::extractSubqueriesAsCTEs(meta::relational::metamodel::relation::SelectSQLQuery[1])
NON_EXECUTABLE_PP	meta::relational::postProcessor::nonExecutable	meta::relational::postProcessor::nonExecutable(meta::relational::metamodel::relation::SelectSQLQuery[1],meta::pure::extension::Extension[*])
REPLACE_TABLES	meta::relational::postProcessor::replaceTables	meta::relational::postProcessor::replaceTables(meta::relational::metamodel::relation::SelectSQLQuery[1],meta::pure::functions::collection::Pair<meta::relational::metamodel::relation::Table, meta::relational::metamodel::relation::Table>[*])
PLAN_TEST_DATA_GENERATION__FUNCTION_DEFINITION_1__MAPPING_1__RUNTIME_1__EXECUTION_CONTEXT_1__TABLE_ROW_IDENTIFIERS_MANY__BOOLEAN_1__EXTENSION_MANY	meta::relational::testDataGeneration::executionPlan::planTestDataGeneration	meta::relational::testDataGeneration::executionPlan::planTestDataGeneration(meta::pure::metamodel::function::FunctionDefinition<meta::pure::metamodel::type::Any>[1],meta::pure::mapping::Mapping[1],meta::core::runtime::Runtime[1],meta::pure::runtime::ExecutionContext[1],meta::relational::testDataGeneration::TableRowIdentifiers[*],meta::pure::metamodel::type::Boolean[1],meta::pure::extension::Extension[*])
PLAN_TEST_DATA_GENERATION__FUNCTION_DEFINITION_1__MAPPING_1__RUNTIME_1__EXECUTION_CONTEXT_1__TABLE_ROW_IDENTIFIERS_MANY__BOOLEAN_1__TEMPORAL_MILESTONING_DATES_0_1__EXTENSION_MANY	meta::relational::testDataGeneration::executionPlan::planTestDataGeneration	meta::relational::testDataGeneration::executionPlan::planTestDataGeneration(meta::pure::metamodel::function::FunctionDefinition<meta::pure::metamodel::type::Any>[1],meta::pure::mapping::Mapping[1],meta::core::runtime::Runtime[1],meta::pure::runtime::ExecutionContext[1],meta::relational::testDataGeneration::TableRowIdentifiers[*],meta::pure::metamodel::type::Boolean[1],meta::relational::testDataGeneration::TemporalMilestoningDates[0..1],meta::pure::extension::Extension[*])
GENERATE_SEED_DATA_STRING__FUNCTION_DEFINITION_1__MAPPING_1__RUNTIME_1__EXECUTION_CONTEXT_1__ANY_MANY__EXTENSION_MANY	meta::relational::testDataGeneration::generateSeedDataString	meta::relational::testDataGeneration::generateSeedDataString(meta::pure::metamodel::function::FunctionDefinition<meta::pure::metamodel::type::Any>[1],meta::pure::mapping::Mapping[1],meta::core::runtime::Runtime[1],meta::pure::runtime::ExecutionContext[1],meta::pure::metamodel::type::Any[*],meta::pure::extension::Extension[*])
GENERATE_TEST_DATA__FUNCTION_DEFINITION_1__MAPPING_1__RUNTIME_1__TABLE_ROW_IDENTIFIERS_MANY__EXTENSION_MANY	meta::relational::testDataGeneration::generateTestData	meta::relational::testDataGeneration::generateTestData(meta::pure::metamodel::function::FunctionDefinition<meta::pure::metamodel::type::Any>[1],meta::pure::mapping::Mapping[1],meta::core::runtime::Runtime[1],meta::relational::testDataGeneration::TableRowIdentifiers[*],meta::pure::extension::Extension[*])
GET_RELATIONAL_CSV_DATA__FN_1__MAPPING_1	meta::relational::testDataGeneration::getRelationalCSVDataFromQuery	meta::relational::testDataGeneration::getRelationalCSVDataFromQuery(meta::pure::metamodel::function::FunctionDefinition<{->meta::pure::tds::TabularDataSet[1]}>[1],meta::pure::mapping::Mapping[1])
TO_CSV__TDS	meta::relational::tests::csv::toCSV	meta::relational::tests::csv::toCSV(meta::pure::tds::TabularDataSet[1])
